SKU,Categoria,Subcategoria,Nombre Producto,Descripcion Corta,Descripcion Larga,Unidad Medida,Presentacion Comercial,Tipo
ELEC-1190,Material electrico,Accesorio electrico,Accesorio electrico -715,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1191,Ferreteria y fijacion,Fijacion,Elemento fijacion -715,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1192,Herramienta y equipo,Herramienta,Herramienta especializada -715,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1193,EPP y seguridad,EPP,EPP especializado -715,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1194,Servicios y rentas,Servicio,Servicio especializado -715,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1195,Combustibles y lubricantes,Aceite motor,Aceite motor variante -705,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1196,Agregados y materiales de banco,Grava,Grava especial -705,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1197,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -705,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1198,Acero y productos metalicos,Perfil,Perfil especial -705,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1199,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -705,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1200,Material electrico,Accesorio electrico,Accesorio electrico -705,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1201,Ferreteria y fijacion,Fijacion,Elemento fijacion -705,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1202,Herramienta y equipo,Herramienta,Herramienta especializada -705,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1203,EPP y seguridad,EPP,EPP especializado -705,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1204,Servicios y rentas,Servicio,Servicio especializado -705,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1205,Combustibles y lubricantes,Aceite motor,Aceite motor variante -695,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1206,Agregados y materiales de banco,Grava,Grava especial -695,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1207,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -695,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1208,Acero y productos metalicos,Perfil,Perfil especial -695,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1209,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -695,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1210,Material electrico,Accesorio electrico,Accesorio electrico -695,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1211,Ferreteria y fijacion,Fijacion,Elemento fijacion -695,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1212,Herramienta y equipo,Herramienta,Herramienta especializada -695,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1213,EPP y seguridad,EPP,EPP especializado -695,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1214,Servicios y rentas,Servicio,Servicio especializado -695,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1215,Combustibles y lubricantes,Aceite motor,Aceite motor variante -685,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1216,Agregados y materiales de banco,Grava,Grava especial -685,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1217,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -685,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1218,Acero y productos metalicos,Perfil,Perfil especial -685,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1219,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -685,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1220,Material electrico,Accesorio electrico,Accesorio electrico -685,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1221,Ferreteria y fijacion,Fijacion,Elemento fijacion -685,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1222,Herramienta y equipo,Herramienta,Herramienta especializada -685,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1223,EPP y seguridad,EPP,EPP especializado -685,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1224,Servicios y rentas,Servicio,Servicio especializado -685,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1225,Combustibles y lubricantes,Aceite motor,Aceite motor variante -675,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1226,Agregados y materiales de banco,Grava,Grava especial -675,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1227,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -675,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1228,Acero y productos metalicos,Perfil,Perfil especial -675,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1229,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -675,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1230,Material electrico,Accesorio electrico,Accesorio electrico -675,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1231,Ferreteria y fijacion,Fijacion,Elemento fijacion -675,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1232,Herramienta y equipo,Herramienta,Herramienta especializada -675,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1233,EPP y seguridad,EPP,EPP especializado -675,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1234,Servicios y rentas,Servicio,Servicio especializado -675,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1235,Combustibles y lubricantes,Aceite motor,Aceite motor variante -665,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1236,Agregados y materiales de banco,Grava,Grava especial -665,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1237,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -665,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1238,Acero y productos metalicos,Perfil,Perfil especial -665,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1239,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -665,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1240,Material electrico,Accesorio electrico,Accesorio electrico -665,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1241,Ferreteria y fijacion,Fijacion,Elemento fijacion -665,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1242,Herramienta y equipo,Herramienta,Herramienta especializada -665,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1243,EPP y seguridad,EPP,EPP especializado -665,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1244,Servicios y rentas,Servicio,Servicio especializado -665,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1245,Combustibles y lubricantes,Aceite motor,Aceite motor variante -655,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1246,Agregados y materiales de banco,Grava,Grava especial -655,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1247,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -655,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1248,Acero y productos metalicos,Perfil,Perfil especial -655,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1249,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -655,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1250,Material electrico,Accesorio electrico,Accesorio electrico -655,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1251,Ferreteria y fijacion,Fijacion,Elemento fijacion -655,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1252,Herramienta y equipo,Herramienta,Herramienta especializada -655,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1253,EPP y seguridad,EPP,EPP especializado -655,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1254,Servicios y rentas,Servicio,Servicio especializado -655,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1255,Combustibles y lubricantes,Aceite motor,Aceite motor variante -645,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1256,Agregados y materiales de banco,Grava,Grava especial -645,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1257,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -645,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1258,Acero y productos metalicos,Perfil,Perfil especial -645,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1259,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -645,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1260,Material electrico,Accesorio electrico,Accesorio electrico -645,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1261,Ferreteria y fijacion,Fijacion,Elemento fijacion -645,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1262,Herramienta y equipo,Herramienta,Herramienta especializada -645,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1263,EPP y seguridad,EPP,EPP especializado -645,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1264,Servicios y rentas,Servicio,Servicio especializado -645,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1265,Combustibles y lubricantes,Aceite motor,Aceite motor variante -635,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1266,Agregados y materiales de banco,Grava,Grava especial -635,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1267,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -635,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1268,Acero y productos metalicos,Perfil,Perfil especial -635,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1269,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -635,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1270,Material electrico,Accesorio electrico,Accesorio electrico -635,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1271,Ferreteria y fijacion,Fijacion,Elemento fijacion -635,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1272,Herramienta y equipo,Herramienta,Herramienta especializada -635,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1273,EPP y seguridad,EPP,EPP especializado -635,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1274,Servicios y rentas,Servicio,Servicio especializado -635,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1275,Combustibles y lubricantes,Aceite motor,Aceite motor variante -625,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1276,Agregados y materiales de banco,Grava,Grava especial -625,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1277,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -625,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1278,Acero y productos metalicos,Perfil,Perfil especial -625,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1279,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -625,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1280,Material electrico,Accesorio electrico,Accesorio electrico -625,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1281,Ferreteria y fijacion,Fijacion,Elemento fijacion -625,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1282,Herramienta y equipo,Herramienta,Herramienta especializada -625,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1283,EPP y seguridad,EPP,EPP especializado -625,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1284,Servicios y rentas,Servicio,Servicio especializado -625,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1285,Combustibles y lubricantes,Aceite motor,Aceite motor variante -615,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1286,Agregados y materiales de banco,Grava,Grava especial -615,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1287,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -615,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1288,Acero y productos metalicos,Perfil,Perfil especial -615,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1289,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -615,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1290,Material electrico,Accesorio electrico,Accesorio electrico -615,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1291,Ferreteria y fijacion,Fijacion,Elemento fijacion -615,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1292,Herramienta y equipo,Herramienta,Herramienta especializada -615,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1293,EPP y seguridad,EPP,EPP especializado -615,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1294,Servicios y rentas,Servicio,Servicio especializado -615,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1295,Combustibles y lubricantes,Aceite motor,Aceite motor variante -605,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1296,Agregados y materiales de banco,Grava,Grava especial -605,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1297,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -605,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1298,Acero y productos metalicos,Perfil,Perfil especial -605,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1299,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -605,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1300,Material electrico,Accesorio electrico,Accesorio electrico -605,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1301,Ferreteria y fijacion,Fijacion,Elemento fijacion -605,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1302,Herramienta y equipo,Herramienta,Herramienta especializada -605,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1303,EPP y seguridad,EPP,EPP especializado -605,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1304,Servicios y rentas,Servicio,Servicio especializado -605,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1305,Combustibles y lubricantes,Aceite motor,Aceite motor variante -595,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1306,Agregados y materiales de banco,Grava,Grava especial -595,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1307,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -595,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1308,Acero y productos metalicos,Perfil,Perfil especial -595,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1309,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -595,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1310,Material electrico,Accesorio electrico,Accesorio electrico -595,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1311,Ferreteria y fijacion,Fijacion,Elemento fijacion -595,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1312,Herramienta y equipo,Herramienta,Herramienta especializada -595,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1313,EPP y seguridad,EPP,EPP especializado -595,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1314,Servicios y rentas,Servicio,Servicio especializado -595,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1315,Combustibles y lubricantes,Aceite motor,Aceite motor variante -585,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1316,Agregados y materiales de banco,Grava,Grava especial -585,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1317,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -585,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1318,Acero y productos metalicos,Perfil,Perfil especial -585,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1319,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -585,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1320,Material electrico,Accesorio electrico,Accesorio electrico -585,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1321,Ferreteria y fijacion,Fijacion,Elemento fijacion -585,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1322,Herramienta y equipo,Herramienta,Herramienta especializada -585,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1323,EPP y seguridad,EPP,EPP especializado -585,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1324,Servicios y rentas,Servicio,Servicio especializado -585,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1325,Combustibles y lubricantes,Aceite motor,Aceite motor variante -575,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1326,Agregados y materiales de banco,Grava,Grava especial -575,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1327,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -575,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
